orig_id,dest_id,orig_state_fips,orig_count_fips,orig_state_name,orig_count_name,dest_state_fips,dest_count_fips,dest_state_name,dest_count_name,filings,exemptions,income,year,cbsa_orig,cbsa_dest,dest_geocode,orig_geocode,Dest_FID,Dest_STATEFP10,Dest_COUNTYFP10,Dest_COUNTYNS,Dest_GEOID10,Dest_NAME10,Dest_NAMELSAD,Dest_Lat,Dest_Lon,Dest_Geo,Orig_FID1,Orig_STATEFP,Orig_COUNTYFP,Orig_COUNTYNS,Orig_GEOID10,Orig_NAME10,Orig_NAMELSAD,Orig_Lat,Orig_Lon,Orig_GEO
1_1,1_89,1,1,alabama,autauga,1,89,alabama,madison,19,32,933,2010,3386,26620,1089,1001,2143,1,89,161570,1089,Madison,Madison County,34.7630897,-86.55020654,1089,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,8_41,1,1,alabama,autauga,8,41,colorado,el paso,19,58,1028,2010,3386,17820,8041,1001,2760,8,41,198135,8041,El Paso,El Paso County,38.83209272,-104.5255833,8041,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,1_81,1,1,alabama,autauga,1,81,alabama,lee,17,34,410,2010,3386,12220,1081,1001,2260,1,81,161566,1081,Lee,Lee County,32.60113647,-85.35556271,1081,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,1_3,1,1,alabama,autauga,1,3,alabama,baldwin,16,39,669,2010,3386,19300,1003,1001,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,12_91,1,1,alabama,autauga,12,91,florida,okaloosa,16,45,681,2010,3386,18880,12091,1001,2308,12,91,306915,12091,Okaloosa,Okaloosa County,30.66502975,-86.59217508,12091,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,1_109,1,1,alabama,autauga,1,109,alabama,pike,14,32,552,2010,3386,45980,1109,1001,2202,1,109,161581,1109,Pike,Pike County,31.80271505,-85.94092074,1109,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,12_57,1,1,alabama,autauga,12,57,florida,hillsborough,13,29,566,2010,3386,45300,12057,1001,2270,12,57,295757,12057,Hillsborough,Hillsborough County,27.90623107,-82.3469222,12057,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,13_153,1,1,alabama,autauga,13,153,georgia,houston,12,38,892,2010,3386,47580,13153,1001,1408,13,153,1671693,13153,Houston,Houston County,32.45900712,-83.66624256,13153,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,1_13,1,1,alabama,autauga,1,13,alabama,butler,11,22,282,2010,3386,0,1013,1001,2150,1,13,161532,1013,Butler,Butler County,31.75243394,-86.68028922,1013,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,12_5,1,1,alabama,autauga,12,5,florida,bay,11,27,741,2010,3386,37460,12005,1001,2298,12,5,295738,12005,Bay,Bay County,30.23764655,-85.6326228,12005,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,51_153,1,1,alabama,autauga,51,153,virginia,prince william,11,52,879,2010,3386,47900,51153,1001,1899,51,153,1480161,51153,Prince William,Prince William County,38.7016655,-77.47766172,51153,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,1_123,1,1,alabama,autauga,1,123,alabama,tallapoosa,10,21,248,2010,3386,0,1123,1001,2179,1,123,161587,1123,Tallapoosa,Tallapoosa County,32.86240494,-85.79750223,1123,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_1,13_121,1,1,alabama,autauga,13,121,georgia,fulton,10,14,384,2010,3386,12060,13121,1001,1402,13,121,1694833,13121,Fulton,Fulton County,33.79025226,-84.46701837,13121,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001
1_3,1_97,1,3,alabama,baldwin,1,97,alabama,mobile,6490,1176,22960,2010,1930,33660,1097,1003,2187,1,97,161575,1097,Mobile,Mobile County,30.68514691,-88.19752958,1097,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_33,1,3,alabama,baldwin,12,33,florida,escambia,256,505,9105,2010,1930,37860,12033,1003,1855,12,33,295737,12033,Escambia,Escambia County,30.61439639,-87.34136419,12033,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_73,1,3,alabama,baldwin,1,73,alabama,jefferson,110,196,5358,2010,1930,13820,1073,1003,2140,1,73,161562,1073,Jefferson,Jefferson County,33.55431476,-86.89649028,1073,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_125,1,3,alabama,baldwin,1,125,alabama,tuscaloosa,70,120,2039,2010,1930,46220,1125,1003,2172,1,125,161588,1125,Tuscaloosa,Tuscaloosa County,33.28954985,-87.52502995,1125,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_53,1,3,alabama,baldwin,1,53,alabama,escambia,67,183,1781,2010,1930,0,1053,1003,2253,1,53,161552,1053,Escambia,Escambia County,31.12612254,-87.16161983,1053,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_113,1,3,alabama,baldwin,12,113,florida,santa rosa,49,100,1974,2010,1930,37860,12113,1003,2314,12,113,306914,12113,Santa Rosa,Santa Rosa County,30.69290383,-87.01844942,12113,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_81,1,3,alabama,baldwin,1,81,alabama,lee,45,78,1740,2010,1930,12220,1081,1003,2260,1,81,161566,1081,Lee,Lee County,32.60113647,-85.35556271,1081,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,48_201,1,3,alabama,baldwin,48,201,texas,harris,42,99,4447,2010,1930,26420,48201,1003,216,48,201,1383886,48201,Harris,Harris County,29.85727817,-95.39233964,48201,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_101,1,3,alabama,baldwin,1,101,alabama,montgomery,41,60,1115,2010,1930,33860,1101,1003,2252,1,101,161577,1101,Montgomery,Montgomery County,32.22025794,-86.20761429,1101,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_51,1,3,alabama,baldwin,1,51,alabama,elmore,35,65,1073,2010,1930,33860,1051,1003,2207,1,51,161551,1051,Elmore,Elmore County,32.59664789,-86.14914634,1051,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_117,1,3,alabama,baldwin,1,117,alabama,shelby,35,75,1825,2010,1930,13820,1117,1003,2148,1,117,161584,1117,Shelby,Shelby County,33.26427782,-86.66064863,1117,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,28_47,1,3,alabama,baldwin,28,47,mississippi,harrison,34,69,1049,2010,1930,25060,28047,1003,2915,28,47,695747,28047,Harrison,Harrison County,30.41829913,-89.08274151,28047,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_89,1,3,alabama,baldwin,1,89,alabama,madison,33,58,816,2010,1930,26620,1089,1003,2143,1,89,161570,1089,Madison,Madison County,34.7630897,-86.55020654,1089,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_91,1,3,alabama,baldwin,12,91,florida,okaloosa,33,51,1210,2010,1930,18880,12091,1003,2308,12,91,306915,12091,Okaloosa,Okaloosa County,30.66502975,-86.59217508,12091,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_57,1,3,alabama,baldwin,12,57,florida,hillsborough,32,54,1311,2010,1930,45300,12057,1003,2270,12,57,295757,12057,Hillsborough,Hillsborough County,27.90623107,-82.3469222,12057,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_86,1,3,alabama,baldwin,12,86,florida,miami-dade,29,44,963,2010,1930,33100,12086,1003,2269,12,86,295755,12086,Miami-Dade,Miami-Dade County,25.60896824,-80.49866676,12086,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_99,1,3,alabama,baldwin,1,99,alabama,monroe,24,49,976,2010,1930,0,1099,1003,2239,1,99,161576,1099,Monroe,Monroe County,31.57083661,-87.3654309,1099,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_11,1,3,alabama,baldwin,12,11,florida,broward,23,38,854,2010,1930,33100,12011,1003,1805,12,11,295753,12011,Broward,Broward County,26.15185635,-80.45588593,12011,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,47_37,1,3,alabama,baldwin,47,37,tennessee,davidson,23,49,736,2010,1930,34980,47037,1003,2843,47,37,1639737,47037,Davidson,Davidson County,36.1694419,-86.78482135,47037,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_69,1,3,alabama,baldwin,1,69,alabama,houston,22,47,762,2010,1930,20020,1069,1003,2123,1,69,161560,1069,Houston,Houston County,31.15318422,-85.30251975,1069,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,13_215,1,3,alabama,baldwin,13,215,georgia,muscogee,22,31,501,2010,1930,17980,13215,1003,1673,13,215,357428,13215,Muscogee,Muscogee County,32.5099615,-84.87704106,13215,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,28_59,1,3,alabama,baldwin,28,59,mississippi,jackson,22,48,627,2010,1930,25060,28059,1003,1205,28,59,695753,28059,Jackson,Jackson County,30.46288869,-88.62284036,28059,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_25,1,3,alabama,baldwin,1,25,alabama,clarke,19,33,602,2010,1930,0,1025,1003,2211,1,25,161538,1025,Clarke,Clarke County,31.67665958,-87.83080985,1025,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_115,1,3,alabama,baldwin,1,115,alabama,st. clair,19,42,950,2010,1930,13820,1115,1003,2214,1,115,164997,1115,St. Clair,St. Clair County,33.71570291,-86.31468775,1115,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_5,1,3,alabama,baldwin,12,5,florida,bay,19,31,1129,2010,1930,37460,12005,1003,2298,12,5,295738,12005,Bay,Bay County,30.23764655,-85.6326228,12005,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,13_67,1,3,alabama,baldwin,13,67,georgia,cobb,19,36,906,2010,1930,12060,13067,1003,828,13,67,1686112,13067,Cobb,Cobb County,33.94147043,-84.57667201,13067,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,47_157,1,3,alabama,baldwin,47,157,tennessee,shelby,19,32,785,2010,1930,32820,47157,1003,2910,47,157,1639790,47157,Shelby,Shelby County,35.1839962,-89.89559556,47157,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,13_121,1,3,alabama,baldwin,13,121,georgia,fulton,18,25,543,2010,1930,12060,13121,1003,1402,13,121,1694833,13121,Fulton,Fulton County,33.79025226,-84.46701837,13121,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,22_51,1,3,alabama,baldwin,22,51,louisiana,jefferson,18,29,686,2010,1930,35380,22051,1003,1213,22,51,558027,22051,Jefferson,Jefferson Parish,29.70410952,-90.1032885,22051,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,6_73,1,3,alabama,baldwin,6,73,california,san diego,17,35,699,2010,1930,41740,6073,1003,1387,6,73,277301,6073,San Diego,San Diego County,33.02820232,-116.7702054,6073,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_103,1,3,alabama,baldwin,12,103,florida,pinellas,17,33,47,2010,1930,45300,12103,1003,2264,12,103,295745,12103,Pinellas,Pinellas County,27.90267583,-82.73955415,12103,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,22_71,1,3,alabama,baldwin,22,71,louisiana,orleans,17,25,1181,2010,1930,35380,22071,1003,2679,22,71,558113,22071,Orleans,Orleans Parish,30.06880013,-89.9308814,22071,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_15,1,3,alabama,baldwin,1,15,alabama,calhoun,16,34,1138,2010,1930,11500,1015,1003,2195,1,15,161533,1015,Calhoun,Calhoun County,33.77142782,-85.82603487,1015,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,13_135,1,3,alabama,baldwin,13,135,georgia,gwinnett,16,36,729,2010,1930,12060,13135,1003,1119,13,135,1688166,13135,Gwinnett,Gwinnett County,33.96172852,-84.02362795,13135,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_95,1,3,alabama,baldwin,1,95,alabama,marshall,15,24,400,2010,1930,10700,1095,1003,2155,1,95,161574,1095,Marshall,Marshall County,34.36696193,-86.30663697,1095,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,13_89,1,3,alabama,baldwin,13,89,georgia,dekalb,15,19,257,2010,1930,12060,13089,1003,1722,13,89,1687424,13089,DeKalb,DeKalb County,33.77152855,-84.2264078,13089,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,22_33,1,3,alabama,baldwin,22,33,louisiana,east baton rouge,15,41,573,2010,1930,12940,22033,1003,2917,22,33,558530,22033,East Baton Rouge,East Baton Rouge Parish,30.53823963,-91.09561661,22033,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,28_35,1,3,alabama,baldwin,28,35,mississippi,forrest,15,20,350,2010,1930,25620,28035,1003,2670,28,35,695742,28035,Forrest,Forrest County,31.18886732,-89.25785849,28035,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,32_3,1,3,alabama,baldwin,32,3,nevada,clark,15,30,908,2010,1930,29820,32003,1003,427,32,3,863600,32003,Clark,Clark County,36.21519905,-115.0135609,32003,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_1,1,3,alabama,baldwin,1,1,alabama,autauga,14,21,497,2010,1930,33860,1001,1003,2153,1,1,161526,1001,Autauga,Autauga County,32.53492069,-86.64275725,1001,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_83,1,3,alabama,baldwin,1,83,alabama,limestone,14,27,491,2010,1930,26620,1083,1003,2144,1,83,161567,1083,Limestone,Limestone County,34.81007651,-86.9813695,1083,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_31,1,3,alabama,baldwin,12,31,florida,duval,14,22,598,2010,1930,27260,12031,1003,1817,12,31,293656,12031,Duval,Duval County,30.33544076,-81.64800888,12031,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_121,1,3,alabama,baldwin,1,121,alabama,talladega,13,26,532,2010,1930,45180,1121,1003,2156,1,121,161586,1121,Talladega,Talladega County,33.38005743,-86.16590692,1121,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_129,1,3,alabama,baldwin,1,129,alabama,washington,13,40,433,2010,1930,0,1129,1003,2209,1,129,161590,1129,Washington,Washington County,31.4076038,-88.20787681,1129,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_99,1,3,alabama,baldwin,12,99,florida,palm beach,13,19,415,2010,1930,33100,12099,1003,2302,12,99,295761,12099,Palm Beach,Palm Beach County,26.64756798,-80.43650797,12099,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_131,1,3,alabama,baldwin,12,131,florida,walton,13,20,458,2010,1930,18880,12131,1003,2288,12,131,295727,12131,Walton,Walton County,30.61846885,-86.17151631,12131,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,26_125,1,3,alabama,baldwin,26,125,michigan,oakland,13,23,448,2010,1930,19820,26125,1003,1451,26,125,1623005,26125,Oakland,Oakland County,42.66040562,-83.38580019,26125,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,45_19,1,3,alabama,baldwin,45,19,south carolina,charleston,13,28,1055,2010,1930,16700,45019,1003,2189,45,19,1252740,45019,Charleston,Charleston County,32.82505162,-79.89681177,45019,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,48_439,1,3,alabama,baldwin,48,439,texas,tarrant,13,32,437,2010,1930,19100,48439,1003,1223,48,439,1384005,48439,Tarrant,Tarrant County,32.77155626,-97.291237,48439,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_103,1,3,alabama,baldwin,1,103,alabama,morgan,12,24,254,2010,1930,19460,1103,1003,2163,1,103,161578,1103,Morgan,Morgan County,34.453475,-86.85292781,1103,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_95,1,3,alabama,baldwin,12,95,florida,orange,12,22,177,2010,1930,36740,12095,1003,2303,12,95,295750,12095,Orange,Orange County,28.51442163,-81.32348217,12095,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_39,1,3,alabama,baldwin,1,39,alabama,covington,11,23,412,2010,1930,0,1039,1003,2147,1,39,161545,1039,Covington,Covington County,31.24849285,-86.45124789,1039,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_43,1,3,alabama,baldwin,1,43,alabama,cullman,11,20,299,2010,1930,18980,1043,1003,2251,1,43,161547,1043,Cullman,Cullman County,34.13194107,-86.8676194,1043,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,6_37,1,3,alabama,baldwin,6,37,california,los angeles,1100,19,518,2010,1930,31080,6037,1003,2796,6,37,277283,6037,Los Angeles,Los Angeles County,34.1979924,-118.2610026,6037,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,8_31,1,3,alabama,baldwin,8,31,colorado,denver,11,13,99,2010,1930,19740,8031,1003,2431,8,31,198131,8031,Denver,Denver County,39.76202838,-104.8763653,8031,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,37_119,1,3,alabama,baldwin,37,119,north carolina,mecklenburg,11,24,992,2010,1930,16740,37119,1003,158,37,119,1008570,37119,Mecklenburg,Mecklenburg County,35.24673865,-80.83277014,37119,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,37_183,1,3,alabama,baldwin,37,183,north carolina,wake,11,16,499,2010,1930,39580,37183,1003,3180,37,183,1008592,37183,Wake,Wake County,35.7901236,-78.65022472,37183,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_13,1,3,alabama,baldwin,1,13,alabama,butler,10,20,110,2010,1930,0,1013,1003,2150,1,13,161532,1013,Butler,Butler County,31.75243394,-86.68028922,1013,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_21,1,3,alabama,baldwin,1,21,alabama,chilton,10,20,175,2010,1930,13820,1021,1003,2217,1,21,161536,1021,Chilton,Chilton County,32.84785313,-86.71881373,1021,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_31,1,3,alabama,baldwin,1,31,alabama,coffee,10,25,502,2010,1930,21460,1031,1003,2237,1,31,161541,1031,Coffee,Coffee County,31.40262717,-85.98820697,1031,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_77,1,3,alabama,baldwin,1,77,alabama,lauderdale,10,21,275,2010,1930,22520,1077,1003,2161,1,77,161564,1077,Lauderdale,Lauderdale County,34.90114018,-87.65401946,1077,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,1_113,1,3,alabama,baldwin,1,113,alabama,russell,10,12,220,2010,1930,17980,1113,1003,2236,1,113,161583,1113,Russell,Russell County,32.28838006,-85.1849626,1113,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,12_101,1,3,alabama,baldwin,12,101,florida,pasco,10,20,303,2010,1930,45300,12101,1003,2277,12,101,295739,12101,Pasco,Pasco County,28.30674108,-82.43886733,12101,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,22_103,1,3,alabama,baldwin,22,103,louisiana,st. tammany,10,24,333,2010,1930,35380,22103,1003,891,22,103,1629503,22103,St. Tammany,St. Tammany Parish,30.40465895,-89.9606515,22103,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_3,48_339,1,3,alabama,baldwin,48,339,texas,montgomery,10,19,784,2010,1930,26420,48339,1003,374,48,339,1383955,48339,Montgomery,Montgomery County,30.30021038,-95.50300869,48339,2135,1,3,161527,1003,Baldwin,Baldwin County,30.66097389,-87.74984469,1003
1_5,1_69,1,5,alabama,barbour,1,69,alabama,houston,58,143,1526,2010,0,20020,1069,1005,2123,1,69,161560,1069,Houston,Houston County,31.15318422,-85.30251975,1069,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,1_67,1,5,alabama,barbour,1,67,alabama,henry,43,100,1186,2010,0,20020,1067,1005,2141,1,67,161559,1067,Henry,Henry County,31.51469441,-85.2414063,1067,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,1_45,1,5,alabama,barbour,1,45,alabama,dale,35,74,690,2010,0,37120,1045,1005,2178,1,45,161548,1045,Dale,Dale County,31.43181947,-85.61103196,1045,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,13_239,1,5,alabama,barbour,13,239,georgia,quitman,23,40,343,2010,0,0,13239,1005,843,13,239,350547,13239,Quitman,Quitman County,31.86733056,-85.01878416,13239,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,1_101,1,5,alabama,barbour,1,101,alabama,montgomery,22,41,1857,2010,0,33860,1101,1005,2252,1,101,161577,1101,Montgomery,Montgomery County,32.22025794,-86.20761429,1101,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,13_215,1,5,alabama,barbour,13,215,georgia,muscogee,22,47,622,2010,0,17980,13215,1005,1673,13,215,357428,13215,Muscogee,Muscogee County,32.5099615,-84.87704106,13215,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,1_109,1,5,alabama,barbour,1,109,alabama,pike,21,49,439,2010,0,45980,1109,1005,2202,1,109,161581,1109,Pike,Pike County,31.80271505,-85.94092074,1109,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,1_81,1,5,alabama,barbour,1,81,alabama,lee,20,39,552,2010,0,12220,1081,1005,2260,1,81,161566,1081,Lee,Lee County,32.60113647,-85.35556271,1081,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,1_113,1,5,alabama,barbour,1,113,alabama,russell,17,40,359,2010,0,17980,1113,1005,2236,1,113,161583,1113,Russell,Russell County,32.28838006,-85.1849626,1113,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
1_5,1_11,1,5,alabama,barbour,1,11,alabama,bullock,11,24,259,2010,0,0,1011,1005,2218,1,11,161531,1011,Bullock,Bullock County,32.10055421,-85.7156972,1011,2113,1,5,161528,1005,Barbour,Barbour County,31.86960322,-85.39319697,1005
